Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST101203,21,52777.86,149551.15,728,24,No
CUST101204,23,75118.97,163001.35,602,48,Yes
CUST101205,44,89146.96,167739.93,627,12,No
CUST101206,43,29602.83,174197.98,796,72,Yes
CUST101207,28,77491.19,40460.52,610,72,No
CUST101208,57,93310.87,131908.42,691,60,Yes
CUST101209,23,59622.49,60933.66,609,12,No
CUST101210,53,87517.52,226696.86,651,24,Yes
CUST101211,48,140366.36,146349.03,675,48,No
CUST101212,28,67391.43,138399.54,609,36,No
CUST101213,54,79832.68,203807.84,593,48,Yes
CUST101214,55,51548.57,175339.49,705,84,No
CUST101215,52,74531.28,82281.93,603,24,No
CUST101216,44,81506.79,145745.68,607,24,No
CUST101217,34,74871.06,129889.98,595,24,Yes
CUST101218,52,44507.62,45328.03,672,24,Yes
CUST101219,63,75159.04,108583.43,764,84,No
CUST101220,36,106554.9,138987.58,815,72,No
CUST101221,24,81215.89,143102.94,614,48,No
CUST101222,57,94049.68,61066.11,850,12,No
CUST101223,41,64074.7,219099.93,589,36,Yes
CUST101224,34,88747.51,143873.82,777,36,No
CUST101225,51,76981.7,152253.18,615,60,No
CUST101226,38,46227.23,174038.5,601,72,No
CUST101227,27,77963.03,102715.42,612,24,No
CUST101228,30,45207.58,177381.36,675,24,Yes
CUST101229,27,54177.99,127975.52,732,24,No
CUST101230,53,74733.21,96204.87,740,72,No
CUST101231,43,77431.11,184406.85,595,12,Yes
CUST101232,41,40269.19,239500.43,590,24,Yes
CUST101233,39,96349.64,193489.76,597,60,No
CUST101234,39,84300.16,205378.65,669,60,No
CUST101235,56,52381.79,118762.16,661,12,Yes
CUST101236,49,31560.38,54142.82,594,72,Yes
CUST101237,38,66377.39,239408.25,704,24,No
CUST101238,22,58851.41,273270.89,850,84,No
CUST101239,21,72828.51,242568.41,634,48,Yes
CUST101240,25,60922.08,129852.84,640,48,Yes
CUST101241,40,20000.0,80721.94,730,36,No
CUST101242,31,60291.33,86059.04,629,12,No
CUST101243,62,62359.52,48976.05,740,48,No
CUST101244,22,85841.53,143557.28,615,36,Yes
CUST101245,23,52545.01,246340.68,844,60,No
CUST101246,43,111966.87,141500.24,711,36,No
CUST101247,32,22208.99,168139.37,624,24,No
CUST101248,40,102779.19,232535.82,627,24,No
CUST101249,25,64392.03,125754.28,633,60,No
CUST101250,57,91489.62,272131.89,803,12,No
CUST101251,58,71995.04,269525.66,565,72,Yes
CUST101252,50,98488.89,142133.32,619,24,No
CUST101253,29,60315.95,115347.94,629,24,No
CUST101254,54,42534.49,191834.28,678,36,No
CUST101255,64,105512.61,129148.5,655,36,No
CUST101256,55,67162.98,80606.69,545,36,No
CUST101257,42,75538.96,226874.32,644,48,No
CUST101258,64,100868.8,222986.84,671,84,Yes
CUST101259,44,44201.12,159330.7,623,60,Yes
CUST101260,37,84887.27,74228.11,741,12,No
CUST101261,30,55252.63,76228.42,762,36,No
CUST101262,50,66695.77,156433.76,672,12,Yes
CUST101263,43,71806.97,120007.74,700,84,No
CUST101264,52,32494.45,129534.42,485,36,Yes
CUST101265,37,50529.07,211317.79,642,24,No
CUST101266,37,103776.82,193990.76,770,84,No
CUST101267,34,92154.78,232688.56,641,12,Yes
CUST101268,29,68434.01,90562.61,613,48,No
CUST101269,60,76078.09,129408.51,850,36,No
CUST101270,22,62643.94,195538.9,843,72,No
CUST101271,65,103914.58,176884.7,722,60,No
CUST101272,45,64991.19,241942.82,782,24,Yes
CUST101273,59,75796.05,175232.2,479,84,Yes
CUST101274,29,98650.75,260886.55,609,84,Yes
CUST101275,42,50565.71,182401.07,637,36,Yes
CUST101276,63,108969.73,213730.05,658,84,No
CUST101277,24,31738.46,130589.1,635,12,Yes
CUST101278,46,110741.05,150857.23,450,36,No
CUST101279,49,60683.11,204656.66,714,24,No
CUST101280,65,63932.53,246778.69,728,60,Yes
CUST101281,54,22749.75,193754.22,824,60,Yes
CUST101282,43,58630.13,145009.69,609,60,No
CUST101283,57,44004.84,232640.1,601,72,Yes
CUST101284,31,54808.84,18481.28,438,24,No
CUST101285,26,66567.23,64665.93,653,72,No
CUST101286,38,93944.79,190898.05,761,72,No
CUST101287,41,75190.08,150846.5,624,84,No
CUST101288,62,77691.92,186330.82,850,36,No
CUST101289,56,42612.02,153864.45,656,24,No
CUST101290,61,47981.15,184256.74,693,24,Yes
CUST101291,58,114968.13,101135.83,557,84,Yes
CUST101292,54,51619.97,184229.17,705,36,No
CUST101293,37,111405.21,209664.87,501,48,No
CUST101294,57,63923.47,223233.04,742,72,No
CUST101295,45,70057.2,270813.26,745,60,No
CUST101296,58,96759.13,164645.91,802,12,No
CUST101297,32,101797.31,166434.67,588,72,Yes
CUST101298,43,67229.69,58609.65,694,12,No
CUST101299,62,60293.92,118115.32,730,36,No
CUST101300,42,68601.99,138415.08,719,12,No
CUST101301,41,78448.94,213019.17,602,48,No
CUST101302,47,92282.59,113339.93,464,24,No
CUST101303,51,70105.75,197780.4,711,60,No
CUST101304,26,85472.16,149902.7,666,12,No
CUST101305,47,110958.99,139369.91,628,12,No
CUST101306,60,79532.74,164933.64,748,36,No
CUST101307,54,77791.32,126530.62,675,36,No
CUST101308,32,32027.23,124257.77,561,84,Yes
CUST101309,65,20000.0,47712.85,506,24,Yes
CUST101310,27,79709.39,135122.75,578,60,Yes
CUST101311,30,67629.39,121201.91,850,84,No
CUST101312,65,57130.43,119041.14,745,84,No
CUST101313,37,76088.26,175012.38,696,12,Yes
CUST101314,46,68489.91,189517.92,663,24,Yes
CUST101315,41,98194.51,163931.67,657,60,Yes
CUST101316,48,72152.77,209724.91,785,24,Yes
CUST101317,22,51326.92,184533.72,635,12,No
CUST101318,63,94754.16,132296.63,731,36,No
CUST101319,21,64571.72,122228.62,648,36,No
CUST101320,56,83163.42,168769.33,850,36,No
CUST101321,46,58064.73,184426.03,746,48,No
CUST101322,49,53754.33,233870.66,792,24,Yes
CUST101323,41,72104.21,221470.38,627,12,Yes
CUST101324,31,70320.72,117511.62,775,24,No
CUST101325,60,81995.68,143879.62,651,36,Yes
CUST101326,31,63283.86,190261.07,689,72,Yes
CUST101327,56,24091.01,214079.87,827,72,Yes
CUST101328,59,59180.65,206338.17,586,24,No
CUST101329,60,89845.46,146167.33,698,60,No
CUST101330,55,62565.6,74758.64,719,72,No
CUST101331,54,63840.41,90063.82,726,72,No
CUST101332,44,94659.41,166358.01,639,24,No
CUST101333,42,52200.67,170533.53,850,84,No
CUST101334,25,31429.92,84079.24,563,48,Yes
CUST101335,53,65984.22,152674.18,811,48,Yes
CUST101336,56,57895.65,187873.46,789,36,No
CUST101337,40,45843.84,80926.4,850,12,No
CUST101338,39,65615.54,216299.83,537,84,Yes
CUST101339,55,82287.64,127348.13,601,60,No
CUST101340,63,69767.79,225456.79,814,84,No
CUST101341,37,77674.53,117992.85,511,12,Yes
CUST101342,65,115335.19,88402.47,535,12,No
CUST101343,63,61428.03,122511.78,636,60,No
CUST101344,54,76958.72,144291.11,697,48,No
CUST101345,29,57269.67,126691.21,823,84,No
CUST101346,46,48841.01,137039.91,663,72,No
CUST101347,22,55377.31,170037.91,625,36,No
CUST101348,29,58031.04,139729.24,708,24,No
CUST101349,29,78986.89,146033.26,722,48,No
CUST101350,60,128726.89,47446.42,719,36,No
CUST101351,37,52098.91,173501.88,663,72,No
CUST101352,21,59584.37,144647.8,504,48,No
CUST101353,45,68421.92,246617.58,597,84,No
CUST101354,63,79894.97,93626.09,807,60,No
CUST101355,60,76588.77,41502.28,696,12,Yes
CUST101356,62,102102.39,187084.11,650,60,No
CUST101357,45,20000.0,170791.62,780,72,No
CUST101358,59,20000.0,89494.02,578,24,Yes
CUST101359,55,57603.05,58215.06,659,60,No
CUST101360,23,97432.5,242243.8,692,72,Yes
CUST101361,57,30858.8,234846.62,640,12,No
CUST101362,64,20000.0,5000.0,689,48,No
CUST101363,64,84279.49,122506.62,663,36,No
CUST101364,50,76091.43,249851.52,554,72,Yes
CUST101365,58,42744.79,121436.25,696,72,Yes
CUST101366,54,45361.51,120563.27,560,84,No
CUST101367,32,45756.41,133034.44,694,24,Yes
CUST101368,39,72763.38,82746.18,803,48,No
CUST101369,57,54342.12,47713.46,654,72,No
CUST101370,64,82351.6,213152.84,574,72,Yes
CUST101371,37,20000.0,39423.79,668,36,No
CUST101372,30,48578.7,164836.29,605,12,Yes
CUST101373,32,41848.65,203194.77,733,60,Yes
CUST101374,36,63591.48,62926.42,666,84,Yes
CUST101375,44,56548.81,94543.9,833,48,No
CUST101376,39,89946.09,222790.75,784,36,Yes
CUST101377,28,23516.58,181973.5,666,36,No
CUST101378,51,71137.29,112962.86,744,60,No
CUST101379,41,83958.41,222134.94,644,48,Yes
CUST101380,37,116416.19,222392.14,683,48,No
CUST101381,43,57955.85,166143.16,647,84,No
CUST101382,57,78111.47,95990.39,748,12,No
CUST101383,36,24903.43,125193.08,808,48,No
CUST101384,26,20000.0,167183.2,751,84,Yes
CUST101385,28,91119.36,138684.31,762,72,No
CUST101386,45,69860.99,206337.43,763,60,No
CUST101387,38,99462.82,58213.56,729,48,No
CUST101388,45,35664.93,60344.19,577,12,Yes
CUST101389,32,82997.55,160852.27,833,36,No
CUST101390,35,116720.45,120507.34,842,72,No
CUST101391,46,80492.64,112377.08,658,48,Yes
CUST101392,61,76914.54,43916.6,646,60,Yes
CUST101393,65,70213.9,151172.75,735,48,Yes
CUST101394,46,30727.96,146834.69,729,84,No
CUST101395,52,103889.32,189208.74,661,24,No
CUST101396,30,54728.56,154134.37,567,12,Yes
CUST101397,36,82612.08,142043.76,707,36,No
CUST101398,27,30924.14,220620.04,729,24,Yes
CUST101399,37,40513.51,71251.96,745,60,No
CUST101400,43,105877.18,182183.35,711,48,No
CUST101401,46,61317.44,49731.17,655,12,Yes
CUST101402,41,106331.89,99698.29,769,72,No
CUST101403,42,68044.23,77240.57,685,84,No
CUST101404,27,23952.56,196916.55,638,84,Yes
CUST101405,34,92301.69,146075.39,663,48,Yes
CUST101406,35,55252.69,149189.81,522,48,No
CUST101407,27,87467.22,83596.02,663,48,No
CUST101408,29,70630.27,132018.39,741,72,No
CUST101409,28,31422.04,104192.08,710,48,No
CUST101410,43,74107.37,173007.3,816,12,Yes
CUST101411,49,124905.58,90534.53,656,72,Yes
CUST101412,38,82324.66,229787.66,723,72,No
CUST101413,51,68562.06,49465.17,751,24,No
CUST101414,50,96883.59,101608.81,850,60,No
CUST101415,59,75266.71,250632.03,693,72,Yes
CUST101416,55,75238.36,123891.68,586,24,No
CUST101417,38,42709.37,71107.28,756,12,No
CUST101418,62,75846.2,163144.29,847,60,No
CUST101419,59,95886.09,121476.47,650,72,Yes
CUST101420,37,49098.45,99847.78,755,36,No
CUST101421,34,105612.4,84247.75,790,24,No
CUST101422,51,67707.35,316102.42,771,12,No
CUST101423,44,47805.76,134906.89,691,12,No
CUST101424,55,94940.8,34465.96,617,12,No
CUST101425,64,62830.14,239622.59,672,84,Yes
CUST101426,65,88987.87,186664.25,721,60,No
CUST101427,54,62706.03,104012.01,761,48,No
CUST101428,23,68504.35,94012.85,710,36,No
CUST101429,57,82339.01,190408.37,645,60,Yes
CUST101430,63,77272.43,135184.9,729,60,No
CUST101431,60,20111.71,34441.33,757,72,No
CUST101432,46,41968.91,257234.4,714,84,No
CUST101433,43,93235.25,123960.57,604,24,No
CUST101434,64,66696.59,239734.3,663,36,No
CUST101435,59,56906.72,226706.1,765,12,No
CUST101436,35,36035.65,89939.43,555,60,Yes
CUST101437,24,43006.59,211991.39,491,36,Yes
CUST101438,49,20000.0,110913.45,815,24,No
CUST101439,42,67467.98,37997.96,726,48,No
CUST101440,45,55039.06,124524.11,734,36,Yes
CUST101441,33,45835.3,173858.25,583,84,Yes
CUST101442,38,68296.91,122235.8,746,84,No
CUST101443,53,79099.27,131577.1,704,12,No
CUST101444,36,122329.95,218613.96,537,84,No
CUST101445,65,32202.91,156389.64,808,60,No
CUST101446,62,98984.53,99402.1,694,48,Yes
CUST101447,64,94327.54,192121.82,644,24,No
CUST101448,22,50522.68,161860.53,645,12,Yes
CUST101449,55,75080.9,5000.0,498,48,Yes
CUST101450,62,58559.17,175701.17,733,72,Yes
CUST101451,54,74642.21,173509.72,703,72,Yes
CUST101452,50,107728.28,151207.27,662,24,Yes
CUST101453,33,85140.16,203502.03,795,12,No
CUST101454,33,82715.21,109656.38,555,84,No
CUST101455,38,59242.27,170189.99,626,60,No
CUST101456,52,32898.58,55982.44,603,24,No
CUST101457,52,64788.29,174425.42,654,84,Yes
CUST101458,55,100165.2,267183.58,686,48,No
CUST101459,59,31820.8,90308.62,718,12,Yes
CUST101460,49,43622.77,104411.87,648,72,Yes
CUST101461,49,73156.69,107399.07,601,72,No
CUST101462,64,45383.63,157799.89,831,36,No
CUST101463,36,50186.91,86217.82,850,12,No
CUST101464,64,59410.04,175274.84,692,48,Yes
CUST101465,30,35859.56,200810.4,611,48,Yes
CUST101466,50,45646.95,182060.83,812,36,No
CUST101467,45,87585.7,43895.07,549,84,No
CUST101468,59,37315.76,209710.06,649,48,No
CUST101469,40,30053.2,206242.04,617,84,Yes
CUST101470,25,54249.38,199809.68,575,84,No
CUST101471,21,88298.89,172370.53,654,12,No
CUST101472,50,65076.95,163211.36,602,84,Yes
CUST101473,23,58385.47,211943.36,681,72,No
CUST101474,65,71108.97,265410.81,682,24,No
CUST101475,34,26357.31,92817.57,624,72,No
CUST101476,50,82367.64,214687.52,646,84,No
CUST101477,24,79585.88,144826.97,659,72,Yes
CUST101478,38,59767.29,142219.62,752,12,No
CUST101479,57,95148.11,57808.16,666,84,No
CUST101480,45,41812.6,132912.64,754,48,No
CUST101481,21,98197.72,90164.1,732,36,No
CUST101482,35,73862.34,122168.73,731,36,No
CUST101483,29,61586.19,84108.82,804,60,No
CUST101484,35,69503.16,123065.5,579,36,Yes
CUST101485,44,67318.38,125633.38,637,36,No
CUST101486,24,100507.07,155805.3,838,48,No
CUST101487,32,43083.02,53115.01,656,24,No
CUST101488,57,50937.02,63268.91,426,24,Yes
CUST101489,57,95907.57,171714.86,661,48,Yes
CUST101490,63,55111.63,102153.71,692,36,No
CUST101491,26,92513.33,214471.79,444,12,Yes
CUST101492,59,112485.9,163516.18,800,72,No
CUST101493,44,59955.12,186405.73,615,84,Yes
CUST101494,31,87034.06,234641.54,709,72,No
CUST101495,33,41157.69,131417.35,659,24,No
CUST101496,54,88868.33,115530.8,564,48,Yes
CUST101497,45,74985.6,202302.16,583,12,Yes
CUST101498,27,81825.96,180570.81,595,36,Yes
CUST101499,24,53860.7,138760.18,777,48,No
CUST101500,28,28472.91,233487.48,666,24,Yes
CUST101501,40,82581.3,137265.34,633,84,No
CUST101502,49,20000.0,151966.42,595,12,Yes
CUST101503,65,62066.24,151273.36,787,12,No
CUST101504,30,93529.55,93924.37,811,24,No
CUST101505,63,74797.44,154655.12,786,12,Yes
CUST101506,54,118708.57,233805.61,724,72,No
CUST101507,46,95627.73,176698.1,706,84,No
CUST101508,61,53652.54,151863.81,570,24,Yes
CUST101509,23,70682.83,140293.96,657,72,No
CUST101510,26,68815.73,169852.02,618,48,No
CUST101511,25,30445.58,194986.0,515,60,Yes
CUST101512,25,46490.03,186554.33,775,84,No
CUST101513,43,55980.98,130088.11,617,36,No
CUST101514,29,20000.0,169486.9,787,48,Yes
CUST101515,55,71187.34,178796.38,759,72,No
CUST101516,40,63773.2,89568.3,730,36,No
CUST101517,62,28177.65,160093.83,735,36,No
CUST101518,55,80105.32,20321.77,624,72,No
CUST101519,38,87896.82,178952.02,847,72,No
CUST101520,37,75675.86,189620.58,683,84,Yes
CUST101521,44,61898.3,194852.77,707,24,Yes
CUST101522,23,84786.05,126297.19,621,60,No
CUST101523,52,87005.51,168542.81,596,84,Yes
CUST101524,55,77685.09,235437.23,722,72,No
CUST101525,58,49384.69,234826.18,699,36,No
CUST101526,33,76915.02,148249.64,608,36,No
CUST101527,45,99887.02,158359.18,550,48,Yes
CUST101528,29,55084.27,216654.67,565,60,Yes
CUST101529,24,122448.48,59951.88,787,60,No
CUST101530,34,56859.23,130615.46,624,36,Yes
CUST101531,57,70810.18,230134.23,649,60,No
CUST101532,54,53187.86,208512.03,810,48,No
CUST101533,31,75581.77,172155.83,579,24,Yes
CUST101534,61,26444.46,59650.06,614,36,No
CUST101535,23,56348.96,147005.39,610,12,Yes
CUST101536,48,42696.97,114605.08,825,36,No
CUST101537,49,73383.46,169862.33,850,36,No
CUST101538,29,94861.18,101439.2,747,24,No
CUST101539,23,86150.15,88456.6,750,72,No
CUST101540,45,20000.0,26108.08,627,72,No
CUST101541,54,121051.74,223308.28,850,12,No
CUST101542,32,77382.0,126013.77,704,12,No
CUST101543,62,50587.52,159428.75,756,12,Yes
CUST101544,29,73928.2,149865.71,670,72,No
CUST101545,35,74404.75,85953.96,655,84,No
CUST101546,60,53328.78,74456.11,829,24,No
CUST101547,45,74947.92,89681.09,728,60,No
CUST101548,25,54813.19,106609.89,810,12,No
CUST101549,31,59890.95,171996.37,702,60,No
CUST101550,54,52843.02,102256.94,603,48,No
CUST101551,44,34183.22,254789.44,627,24,Yes
CUST101552,35,73645.91,211629.06,689,60,Yes
CUST101553,58,84632.49,198501.57,623,72,Yes
CUST101554,28,82872.09,142820.47,580,84,Yes
CUST101555,25,90498.13,240856.84,788,72,No
CUST101556,46,78108.51,136919.66,630,12,Yes
CUST101557,38,56681.86,148124.32,692,84,No
CUST101558,26,90991.6,160198.47,706,12,No
CUST101559,57,36062.06,192109.38,627,84,No
CUST101560,33,47483.22,188214.48,810,60,No
CUST101561,48,45895.0,121492.48,579,72,Yes
CUST101562,25,97001.4,118020.38,703,60,No
CUST101563,33,93569.71,188394.18,702,48,No
CUST101564,37,82182.63,192914.2,675,24,No
CUST101565,60,96798.25,126398.93,563,72,No
CUST101566,65,48017.93,54768.72,758,36,No
CUST101567,52,78714.88,137561.03,746,72,No
CUST101568,49,66870.64,187411.55,619,48,No
CUST101569,23,91172.05,258325.01,743,72,Yes
CUST101570,60,67119.39,78122.52,713,48,No
CUST101571,54,60376.43,124405.72,564,72,Yes
CUST101572,60,83522.71,126635.79,603,48,No
CUST101573,47,91904.23,231348.32,782,84,No
CUST101574,33,53291.37,147903.51,707,12,No
CUST101575,65,68473.11,95560.41,629,60,No
CUST101576,53,43538.98,183521.72,602,72,No
CUST101577,26,20000.0,125721.69,633,24,Yes
CUST101578,44,75011.49,76536.76,639,12,Yes
CUST101579,39,85222.63,96433.6,603,48,No
CUST101580,36,76551.67,254042.52,523,24,Yes
CUST101581,60,21260.96,173052.55,782,12,No
CUST101582,48,61228.76,156465.6,767,36,Yes
CUST101583,53,20000.0,135006.38,565,72,Yes
CUST101584,61,104242.53,167528.93,692,72,Yes
CUST101585,33,42848.64,166814.16,598,48,Yes
CUST101586,63,101385.09,167530.13,656,12,No
CUST101587,65,93646.74,156890.71,648,12,No
CUST101588,45,47485.24,202127.9,641,48,Yes
CUST101589,62,41680.38,151386.26,850,36,No
CUST101590,56,78759.26,91323.67,640,72,No
CUST101591,47,48891.9,113254.63,607,60,No
CUST101592,58,72562.12,31258.88,611,36,No
CUST101593,27,57929.31,271609.03,773,48,No
CUST101594,25,25471.04,201765.28,531,60,Yes
CUST101595,63,20000.0,100195.77,611,12,Yes
CUST101596,65,75667.11,133089.31,810,84,No
CUST101597,51,55961.06,111787.41,701,84,No
CUST101598,43,56172.75,242552.83,697,36,No
CUST101599,62,87396.6,64807.37,850,84,No
CUST101600,30,99336.06,156868.56,702,36,No
CUST101601,52,63186.38,143488.33,616,84,Yes
CUST101602,63,61485.03,199610.32,654,72,No
CUST101603,50,82503.58,143759.45,577,84,No
CUST101604,59,36076.61,44507.47,793,72,No
CUST101605,51,75578.83,134932.93,731,60,No
CUST101606,38,83797.15,91670.27,781,12,No
CUST101607,56,87005.76,154774.77,789,36,No
CUST101608,22,21581.18,236050.62,642,60,Yes
CUST101609,34,50966.12,45634.49,594,36,Yes
CUST101610,33,48043.42,101986.64,675,84,No
CUST101611,49,72497.17,116838.42,601,72,No
CUST101612,32,82018.61,127102.13,694,12,No
CUST101613,59,107417.76,194407.54,781,84,No
CUST101614,22,57625.86,139587.33,664,12,Yes
CUST101615,52,57560.69,174948.16,693,24,No
CUST101616,33,98741.8,112453.62,671,60,No
CUST101617,47,77414.42,163795.46,752,72,No
CUST101618,61,101691.29,196667.86,619,72,No
CUST101619,37,77218.2,106062.03,482,72,No
CUST101620,60,41072.08,196881.49,722,84,No
CUST101621,51,36671.79,153142.37,768,48,No
CUST101622,54,31212.19,212727.61,720,36,No
CUST101623,44,86551.3,137914.81,622,12,No
CUST101624,65,99714.92,172874.68,577,36,Yes
CUST101625,55,116234.05,147563.63,724,36,No
CUST101626,26,91077.63,144227.26,692,48,No
CUST101627,39,99070.96,165535.83,668,12,No
CUST101628,50,55499.59,182208.45,844,24,Yes
CUST101629,27,41089.6,75026.11,594,72,No
CUST101630,30,91251.98,236018.02,839,60,No
CUST101631,61,80442.02,38420.22,682,36,No
CUST101632,52,72686.11,108911.27,514,48,No
CUST101633,54,79684.29,144343.86,663,48,No
CUST101634,48,78079.64,174741.36,766,60,No
CUST101635,35,102095.42,244570.35,647,60,Yes
CUST101636,50,102374.64,38502.51,547,84,Yes
CUST101637,57,83605.51,119538.35,665,12,No
CUST101638,49,91145.07,22389.99,602,36,No
CUST101639,42,82851.56,151897.32,724,36,No
CUST101640,24,58470.76,166301.02,749,60,Yes
CUST101641,40,88914.12,245447.74,584,72,Yes
CUST101642,52,35137.62,157238.09,616,84,Yes
CUST101643,56,96347.29,212641.51,748,24,Yes
CUST101644,24,40136.93,185030.22,602,36,Yes
CUST101645,47,77145.08,123885.11,582,48,No
CUST101646,37,48871.15,65462.36,573,72,Yes
CUST101647,32,83834.72,166500.14,711,60,No
CUST101648,42,69151.87,60473.88,707,36,No
CUST101649,37,30131.1,227712.42,618,12,Yes
CUST101650,30,80517.49,140276.27,680,60,No
CUST101651,21,55551.98,221710.64,817,48,No
CUST101652,42,92028.67,121187.13,592,12,No
CUST101653,46,70033.14,166131.05,504,84,Yes
CUST101654,38,79885.52,162560.93,720,60,No
CUST101655,34,46060.78,147297.35,670,60,Yes
CUST101656,49,55266.69,124040.43,616,36,Yes
CUST101657,32,58534.03,173547.36,738,12,Yes
CUST101658,56,91417.56,94430.2,755,84,No
CUST101659,55,111934.43,77433.88,481,60,No
CUST101660,32,49870.71,224569.61,621,72,No
CUST101661,27,96921.2,193630.08,850,48,No
CUST101662,49,20000.0,153953.5,732,12,Yes
CUST101663,31,40145.26,249908.54,740,72,Yes
CUST101664,53,46030.54,133934.07,785,36,No
CUST101665,26,36187.28,229362.19,681,24,No
CUST101666,35,30410.29,160534.45,751,84,No
CUST101667,52,80324.97,88514.95,744,60,No
CUST101668,31,64648.31,260882.41,728,24,No
CUST101669,43,79485.13,209442.65,651,60,No
CUST101670,46,87261.82,142738.74,695,72,No
CUST101671,54,76640.42,193630.28,627,36,No
CUST101672,54,86444.08,125777.79,681,36,No
CUST101673,49,68261.69,199748.94,574,36,Yes
CUST101674,24,40325.17,6535.29,608,36,No
CUST101675,37,96445.35,88811.92,654,12,No
CUST101676,55,55272.2,208755.58,595,12,Yes
CUST101677,33,46610.09,135020.67,634,60,Yes
CUST101678,61,65552.05,162452.54,665,12,No
CUST101679,59,47179.73,69192.86,716,60,No
CUST101680,35,59564.24,260872.02,765,84,No
CUST101681,49,78601.35,221431.78,638,12,No
CUST101682,49,78708.54,137958.89,800,12,No
CUST101683,31,47554.25,125718.25,764,12,No
CUST101684,52,57807.37,211776.26,725,84,No
CUST101685,22,96858.33,268948.23,693,48,Yes
CUST101686,34,82410.0,207225.62,708,84,No
CUST101687,40,121876.63,280308.16,786,36,No
CUST101688,42,99503.2,94658.92,790,84,No
CUST101689,31,98607.33,100836.79,800,48,No
CUST101690,47,35303.29,78663.53,683,12,No
CUST101691,23,89096.51,176505.64,729,12,No
CUST101692,37,68672.33,160536.21,800,48,Yes
CUST101693,64,56225.45,140882.93,623,72,No
CUST101694,48,74200.38,198555.52,651,60,No
CUST101695,49,93630.29,223939.72,681,36,Yes
CUST101696,41,82520.79,58460.26,760,84,No
CUST101697,36,48038.15,114181.68,762,60,No
CUST101698,57,88561.47,199208.62,659,72,Yes
CUST101699,40,54060.31,121935.68,544,36,Yes
CUST101700,26,75417.08,102107.64,702,24,No
CUST101701,39,62416.25,211112.25,597,36,Yes
CUST101702,25,64528.34,72630.0,545,84,Yes
CUST101703,23,89156.07,131905.21,566,60,No
CUST101704,21,43995.16,169718.64,709,36,Yes
CUST101705,58,118629.88,115570.81,802,24,No
CUST101706,35,24472.85,196989.34,683,24,No
CUST101707,54,55058.31,115867.38,699,12,Yes
CUST101708,55,79255.3,234517.17,786,84,No
CUST101709,45,84607.85,142455.22,540,24,No
CUST101710,44,67488.11,190276.21,726,48,No
CUST101711,32,68565.23,194761.44,678,60,No
CUST101712,38,80263.75,112347.6,730,48,No
CUST101713,35,64223.26,26790.81,636,72,No
CUST101714,64,104829.53,171645.35,606,48,No
CUST101715,36,90983.73,154337.3,692,60,No
CUST101716,47,91820.61,183349.56,828,72,No
CUST101717,28,45846.08,136408.35,757,48,No
CUST101718,45,68015.29,124174.34,634,48,No
CUST101719,37,62488.35,270508.38,559,84,Yes
CUST101720,49,44859.97,61658.76,528,72,No
CUST101721,28,79004.1,194037.03,798,48,Yes
CUST101722,35,56558.86,115523.89,594,24,Yes
CUST101723,47,86385.1,129853.28,650,60,No
CUST101724,27,43245.21,130973.83,798,60,No
CUST101725,23,112976.02,101793.94,534,60,No
CUST101726,49,47591.68,184273.45,814,48,No
CUST101727,64,75482.56,233438.62,657,24,No
CUST101728,44,89796.48,178200.82,576,60,No
CUST101729,23,55733.99,156202.92,657,36,Yes
CUST101730,40,91311.72,90813.57,614,60,No
CUST101731,35,39270.41,181009.52,719,12,No
CUST101732,45,106302.94,279380.98,621,36,No
CUST101733,50,70353.73,127158.32,507,60,Yes
CUST101734,34,55089.71,127440.99,660,48,No
CUST101735,27,62520.46,116334.65,557,60,Yes
CUST101736,37,90222.98,120635.15,698,24,No
CUST101737,64,55388.62,5000.0,573,24,Yes
CUST101738,40,51266.06,174302.12,636,60,Yes
CUST101739,56,64461.59,99266.87,696,84,No
CUST101740,29,40575.95,53384.21,660,48,Yes
CUST101741,58,115513.6,195191.4,702,48,No
CUST101742,42,55840.14,85078.93,741,48,No
CUST101743,22,90790.42,129679.86,575,60,No
CUST101744,44,75236.75,237986.54,674,60,No
CUST101745,28,45386.65,65447.05,380,12,No
CUST101746,31,69851.13,58044.11,702,24,No
CUST101747,33,89600.07,166158.37,652,84,Yes
CUST101748,37,65293.47,218969.24,591,36,Yes
CUST101749,28,99827.82,55539.5,708,36,No
CUST101750,41,95537.88,174461.38,785,24,No
CUST101751,38,92972.87,184859.97,637,72,No
CUST101752,50,58508.58,26450.37,594,12,No
CUST101753,38,43003.94,197910.08,694,24,Yes
CUST101754,51,54660.31,202596.35,559,12,Yes
CUST101755,58,74906.02,131292.87,620,72,No
CUST101756,52,83644.67,225140.78,790,12,No
CUST101757,31,20000.0,218187.33,685,48,Yes
CUST101758,65,69797.17,156187.08,510,24,Yes
CUST101759,45,73952.23,122913.28,518,36,No
CUST101760,53,63061.39,91630.33,694,60,No
CUST101761,58,102281.85,147746.19,757,72,No
CUST101762,61,80544.5,184185.54,534,72,Yes
CUST101763,28,102754.8,130549.39,720,60,No
CUST101764,31,64600.99,18149.94,799,24,No
CUST101765,42,93436.94,226122.83,849,84,No
CUST101766,44,110876.66,161413.39,709,60,No
CUST101767,61,102792.34,127222.53,725,12,No
CUST101768,37,42696.46,201429.5,488,60,Yes
